files	1024		4096		16384
1          18.377   18.435  21.025 
2          32.766   32.499  33.107 
4          30.182   33.636  29.457 
8          33.599   30.309  29.408 
16         41.574   51.789  44.238 
32         63.257   64.565  80.174 
